TARGET_FID,Img,target_x,target_y,label,path,no_coor,split
15264,94e07396-a7cf-4226-8b7f-b47a4185db0a.jpg,0,-144,chinesecabbage,data/predata\chinesecabbage\94e07396-a7cf-4226-8b7f-b47a4185db0a.jpg,False,train
15268,95640e67-86ab-4dae-8299-2047dce773e1.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\95640e67-86ab-4dae-8299-2047dce773e1.jpg,True,train
15273,967eabb8-a7af-4e41-a97c-4649b6d65391.jpg,0,-102,chinesecabbage,data/predata\chinesecabbage\967eabb8-a7af-4e41-a97c-4649b6d65391.jpg,False,test
15294,99dec702-20a1-44ba-b0f0-8814352afe8d.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\99dec702-20a1-44ba-b0f0-8814352afe8d.jpg,True,train
15297,9a7c407e-cc73-4af5-b41d-f2ebadda7534.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\9a7c407e-cc73-4af5-b41d-f2ebadda7534.jpg,True,train
15312,9c89929b-5681-41cb-aaf7-14d723a4c1f9.jpg,0,-128,chinesecabbage,data/predata\chinesecabbage\9c89929b-5681-41cb-aaf7-14d723a4c1f9.jpg,False,train
15316,9d00f1c0-8733-41f6-9637-8a0bfb51b6b3.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\9d00f1c0-8733-41f6-9637-8a0bfb51b6b3.jpg,True,test
15327,9dde5c6c-f08e-4505-94cb-5408623db962.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\9dde5c6c-f08e-4505-94cb-5408623db962.jpg,True,val
15329,9deedde6-5a54-45c3-9073-26b97b2d99e9.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\9deedde6-5a54-45c3-9073-26b97b2d99e9.jpg,True,val
15336,9f1b4a03-1c9d-4969-93e7-eb0bbbe27fc3.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\9f1b4a03-1c9d-4969-93e7-eb0bbbe27fc3.jpg,True,val
15343,a035b575-d014-4057-b468-7d851cff86a8.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\a035b575-d014-4057-b468-7d851cff86a8.jpg,True,train
15349,a101c988-3516-4892-a6a2-656fd0374b10.jpg,0,-116,chinesecabbage,data/predata\chinesecabbage\a101c988-3516-4892-a6a2-656fd0374b10.jpg,False,train
15350,a1075c91-91ff-4b25-8a88-8b28cb6d4384.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\a1075c91-91ff-4b25-8a88-8b28cb6d4384.jpg,True,train
15357,a137831c-7e13-4faf-9dc2-d8c159ce0c1b.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\a137831c-7e13-4faf-9dc2-d8c159ce0c1b.jpg,True,test
15367,a235d504-6a9f-4bf0-9682-1e6f58df61d4.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\a235d504-6a9f-4bf0-9682-1e6f58df61d4.jpg,True,test
15374,a2c71e23-f630-45e7-a33f-26b3f3fb36ca.jpg,0,-144,chinesecabbage,data/predata\chinesecabbage\a2c71e23-f630-45e7-a33f-26b3f3fb36ca.jpg,False,train
15382,a37c7bc3-f628-4cf6-a67f-4f62221f22c3.jpg,0,-128,chinesecabbage,data/predata\chinesecabbage\a37c7bc3-f628-4cf6-a67f-4f62221f22c3.jpg,False,train
15388,a3f54d94-2eda-4e6a-b439-2c37f21a6efa.jpg,0,-116,chinesecabbage,data/predata\chinesecabbage\a3f54d94-2eda-4e6a-b439-2c37f21a6efa.jpg,False,train
15391,a46f93da-9df1-419b-ac8c-1d1c37a57fdf.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\a46f93da-9df1-419b-ac8c-1d1c37a57fdf.jpg,True,test
15401,a5597489-d699-47ed-bb6e-4115e13ed3b7.jpg,0,-102,chinesecabbage,data/predata\chinesecabbage\a5597489-d699-47ed-bb6e-4115e13ed3b7.jpg,False,train
15415,a78e06a8-df15-469c-853f-ffa7cd5eec21.jpg,0,-116,chinesecabbage,data/predata\chinesecabbage\a78e06a8-df15-469c-853f-ffa7cd5eec21.jpg,False,test
15447,ab29db6f-95eb-4757-b0c1-f7239570d4d3.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\ab29db6f-95eb-4757-b0c1-f7239570d4d3.jpg,True,train
15450,ab9a05c0-50f5-44d9-ab9f-53f052e3d957.jpg,0,-102,chinesecabbage,data/predata\chinesecabbage\ab9a05c0-50f5-44d9-ab9f-53f052e3d957.jpg,False,val
15489,b13f6169-42c5-4039-84be-eda692a0ba81.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\b13f6169-42c5-4039-84be-eda692a0ba81.jpg,True,val
15493,b1c8eea0-b904-43b2-aa0f-9b78e1cb42c3.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\b1c8eea0-b904-43b2-aa0f-9b78e1cb42c3.jpg,True,train
15511,b3673c63-14e7-439b-81ff-674f37f81a3d.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\b3673c63-14e7-439b-81ff-674f37f81a3d.jpg,True,train
15522,b51e20d8-b739-4333-8ab1-aa0641e02abd.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\b51e20d8-b739-4333-8ab1-aa0641e02abd.jpg,True,train
15553,b89666e7-ea65-43ec-a0a2-8e50c09d948f.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\b89666e7-ea65-43ec-a0a2-8e50c09d948f.jpg,True,train
15592,bdb849bb-3b71-4d8f-a8a5-96cfd0ce934e.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\bdb849bb-3b71-4d8f-a8a5-96cfd0ce934e.jpg,True,train
15605,bf09d8f8-70b2-400f-b844-053193472ea1.jpg,0,-144,chinesecabbage,data/predata\chinesecabbage\bf09d8f8-70b2-400f-b844-053193472ea1.jpg,False,test
15612,c01b1a74-6d00-41a3-9454-e42e9f19ec53.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\c01b1a74-6d00-41a3-9454-e42e9f19ec53.jpg,True,train
15616,c06d4892-1db9-4275-8568-4ce81b8e5ef4.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\c06d4892-1db9-4275-8568-4ce81b8e5ef4.jpg,True,train
15617,c085fc5f-bb2c-48f0-b313-7274c6a30a5c.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\c085fc5f-bb2c-48f0-b313-7274c6a30a5c.jpg,True,val
15628,c18474ef-b264-4f5d-8542-b2402e6cb8ac.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\c18474ef-b264-4f5d-8542-b2402e6cb8ac.jpg,True,train
15629,c1a9ecf8-4990-48e0-8208-5268d9dc8a4b.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\c1a9ecf8-4990-48e0-8208-5268d9dc8a4b.jpg,True,test
15633,c1f91f6d-e944-4d73-bdf4-7df6ef396c33.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\c1f91f6d-e944-4d73-bdf4-7df6ef396c33.jpg,True,train
15651,c41d17a5-1c9d-4e9b-9220-b86f0e09b239.jpg,0,-128,chinesecabbage,data/predata\chinesecabbage\c41d17a5-1c9d-4e9b-9220-b86f0e09b239.jpg,False,train
15661,c4f99915-10db-4191-bc67-ce4606de709e.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\c4f99915-10db-4191-bc67-ce4606de709e.jpg,True,train
15663,c507b294-7412-4c00-b806-694536463ed1.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\c507b294-7412-4c00-b806-694536463ed1.jpg,True,train
15683,c7913404-f1b2-4357-a0fb-a1b46932c8d0.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\c7913404-f1b2-4357-a0fb-a1b46932c8d0.jpg,True,test
15691,c8201576-149e-4a47-b13c-b829aab3fcc2.jpg,0,-128,chinesecabbage,data/predata\chinesecabbage\c8201576-149e-4a47-b13c-b829aab3fcc2.jpg,False,test
15707,c9d5a5d1-66b9-4df6-8934-d1533911b0d5.jpg,0,-144,chinesecabbage,data/predata\chinesecabbage\c9d5a5d1-66b9-4df6-8934-d1533911b0d5.jpg,False,val
15708,c9dcf2da-249f-4e83-ba95-09eade4ef45e.jpg,0,-144,chinesecabbage,data/predata\chinesecabbage\c9dcf2da-249f-4e83-ba95-09eade4ef45e.jpg,False,train
15718,cb4792c3-64b2-41f6-8764-f1e1a78c542e.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\cb4792c3-64b2-41f6-8764-f1e1a78c542e.jpg,True,test
15724,cc90c5c9-03f9-45fb-b410-2e2fcaa6be35.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\cc90c5c9-03f9-45fb-b410-2e2fcaa6be35.jpg,True,train
15744,ce6d029f-c204-404b-bd9e-33eece667cd9.jpg,0,-128,chinesecabbage,data/predata\chinesecabbage\ce6d029f-c204-404b-bd9e-33eece667cd9.jpg,False,val
15747,ceb40421-d0db-42e6-97f1-1c8c6c27cac4.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\ceb40421-d0db-42e6-97f1-1c8c6c27cac4.jpg,True,test
15751,cf0cd009-05dd-47b8-b5ed-f6c2b1f031fb.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\cf0cd009-05dd-47b8-b5ed-f6c2b1f031fb.jpg,True,test
15755,cf5d4195-a30e-458a-84b3-cffba0765b2b.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\cf5d4195-a30e-458a-84b3-cffba0765b2b.jpg,True,train
15756,cf5ed996-b675-4b90-8935-db72b9be3143.jpg,0,-144,chinesecabbage,data/predata\chinesecabbage\cf5ed996-b675-4b90-8935-db72b9be3143.jpg,False,train
15764,d04bd71e-46da-45e8-85cd-8ccc6dd2db8e.jpg,0,-102,chinesecabbage,data/predata\chinesecabbage\d04bd71e-46da-45e8-85cd-8ccc6dd2db8e.jpg,False,train
15771,d154e258-5d64-4e71-8418-c0f9127760d0.jpg,0,-144,chinesecabbage,data/predata\chinesecabbage\d154e258-5d64-4e71-8418-c0f9127760d0.jpg,False,train
15789,d343dfee-8db4-4d37-a0d9-cb5e6b7be200.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\d343dfee-8db4-4d37-a0d9-cb5e6b7be200.jpg,True,train
15806,d599ddfa-8a0c-4745-87ec-99ef31ad964c.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\d599ddfa-8a0c-4745-87ec-99ef31ad964c.jpg,True,train
15819,d67bd526-0667-4679-9791-670612e0c65c.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\d67bd526-0667-4679-9791-670612e0c65c.jpg,True,train
15825,d7394dce-fed9-4e20-abd9-42512b5ca0c2.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\d7394dce-fed9-4e20-abd9-42512b5ca0c2.jpg,True,test
15886,dd3d243c-b511-4901-892c-e151df5b7f1c.jpg,0,-144,chinesecabbage,data/predata\chinesecabbage\dd3d243c-b511-4901-892c-e151df5b7f1c.jpg,False,train
15909,e0472cd4-7816-49ab-8864-813157a7eac8.jpg,0,-102,chinesecabbage,data/predata\chinesecabbage\e0472cd4-7816-49ab-8864-813157a7eac8.jpg,False,train
15918,e1a0b535-f17c-43df-8387-cfa0c7010c9d.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\e1a0b535-f17c-43df-8387-cfa0c7010c9d.jpg,True,test
15927,e2db698e-0cfd-4bbe-a1b7-a3d28d5ffc2f.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\e2db698e-0cfd-4bbe-a1b7-a3d28d5ffc2f.jpg,True,train
15930,e339ab5d-b506-48b6-8432-13b0d45f3968.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\e339ab5d-b506-48b6-8432-13b0d45f3968.jpg,True,train
15933,e3a007e4-fa03-4877-8f68-04f7c05f63b4.jpg,0,-144,chinesecabbage,data/predata\chinesecabbage\e3a007e4-fa03-4877-8f68-04f7c05f63b4.jpg,False,train
15937,e423fa2d-8da1-4abc-b5bf-b372af0e6230.jpg,0,-116,chinesecabbage,data/predata\chinesecabbage\e423fa2d-8da1-4abc-b5bf-b372af0e6230.jpg,False,train
15943,e4cba2d3-f16f-4029-8088-136c15fbfdbe.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\e4cba2d3-f16f-4029-8088-136c15fbfdbe.jpg,True,train
15950,e563973b-e2b3-4fbd-a5af-6d0bccfca848.jpg,0,-116,chinesecabbage,data/predata\chinesecabbage\e563973b-e2b3-4fbd-a5af-6d0bccfca848.jpg,False,train
15957,e66c59f5-96bf-4f7f-9636-a7d7c25783b8.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\e66c59f5-96bf-4f7f-9636-a7d7c25783b8.jpg,True,train
15994,ea25ac0d-116f-4513-b263-0175a6ae88e6.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\ea25ac0d-116f-4513-b263-0175a6ae88e6.jpg,True,train
15997,ea635a7d-2f03-4eac-8908-ed5557a28085.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\ea635a7d-2f03-4eac-8908-ed5557a28085.jpg,True,val
16022,ee0b6a09-5d23-4ee3-b8d5-939d4fcae01e.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\ee0b6a09-5d23-4ee3-b8d5-939d4fcae01e.jpg,True,train
16035,efef5820-8e19-4704-a16d-73dc4d8e223a.jpg,0,-128,chinesecabbage,data/predata\chinesecabbage\efef5820-8e19-4704-a16d-73dc4d8e223a.jpg,False,test
16045,f0f8411e-d081-4e08-8161-06340f83f8f5.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\f0f8411e-d081-4e08-8161-06340f83f8f5.jpg,True,test
16058,f1f75619-4bb5-42c3-845e-e4f0f6a93314.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\f1f75619-4bb5-42c3-845e-e4f0f6a93314.jpg,True,val
16083,f4d0478c-9c02-4a3e-92bc-e8a7f817e80d.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\f4d0478c-9c02-4a3e-92bc-e8a7f817e80d.jpg,True,test
16086,f5000840-9c50-4dd3-b060-696dc2a2f371.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\f5000840-9c50-4dd3-b060-696dc2a2f371.jpg,True,train
16091,f55aa53a-00cc-4ee2-b29b-34c957d4d4d7.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\f55aa53a-00cc-4ee2-b29b-34c957d4d4d7.jpg,True,test
16098,f62eafe4-529e-47bd-811e-6c04cfcf5e83.jpg,0,-116,chinesecabbage,data/predata\chinesecabbage\f62eafe4-529e-47bd-811e-6c04cfcf5e83.jpg,False,train
16121,f83660b6-f14f-4402-ac82-3673a4bcf7cc.jpg,0,-128,chinesecabbage,data/predata\chinesecabbage\f83660b6-f14f-4402-ac82-3673a4bcf7cc.jpg,False,train
16126,f896ddc9-1446-437c-974c-5a452c4bbdbb.jpg,0,-128,chinesecabbage,data/predata\chinesecabbage\f896ddc9-1446-437c-974c-5a452c4bbdbb.jpg,False,train
16136,fa4c3392-14b3-4e95-8a4c-e09ffe972c1a.jpg,0,-128,chinesecabbage,data/predata\chinesecabbage\fa4c3392-14b3-4e95-8a4c-e09ffe972c1a.jpg,False,test
16146,fc196139-305b-4423-baac-820fb5c800fe.jpg,0,0,chinesecabbage,data/predata\chinesecabbage\fc196139-305b-4423-baac-820fb5c800fe.jpg,True,train
16171,fe4f4d9f-6605-4ca5-802a-43ca424ee193.jpg,0,-128,chinesecabbage,data/predata\chinesecabbage\fe4f4d9f-6605-4ca5-802a-43ca424ee193.jpg,False,train
16191,007ee809-b8a7-40b4-a106-0e8de455e9c4.jpg,0,0,chinesechives,data/predata\chinesechives\007ee809-b8a7-40b4-a106-0e8de455e9c4.jpg,True,train
16194,00896177-e39b-4808-bf79-99933995c976.jpg,0,0,chinesechives,data/predata\chinesechives\00896177-e39b-4808-bf79-99933995c976.jpg,True,val
16197,00fa8830-a2ae-4dde-b4e1-bc079e6cb952.jpg,0,0,chinesechives,data/predata\chinesechives\00fa8830-a2ae-4dde-b4e1-bc079e6cb952.jpg,True,test
16198,0101f31f-dac5-4e1e-9048-ec235bc79b43.jpg,0,0,chinesechives,data/predata\chinesechives\0101f31f-dac5-4e1e-9048-ec235bc79b43.jpg,True,train
16207,01c9986a-33b6-43cc-800b-863e32ec2039.jpg,0,0,chinesechives,data/predata\chinesechives\01c9986a-33b6-43cc-800b-863e32ec2039.jpg,True,train
16263,075ec69b-2e58-4ecc-a903-72ef22503f22.jpg,0,0,chinesechives,data/predata\chinesechives\075ec69b-2e58-4ecc-a903-72ef22503f22.jpg,True,train
16287,0944c448-c65d-4d8a-9a18-5bcc8a473230.jpg,0,0,chinesechives,data/predata\chinesechives\0944c448-c65d-4d8a-9a18-5bcc8a473230.jpg,True,train
16288,0958a23f-9792-4ed7-862e-77c938cad01b.jpg,0,0,chinesechives,data/predata\chinesechives\0958a23f-9792-4ed7-862e-77c938cad01b.jpg,True,train
16289,09b9c892-92fc-4d35-942c-50f5ed886ed9.jpg,0,0,chinesechives,data/predata\chinesechives\09b9c892-92fc-4d35-942c-50f5ed886ed9.jpg,True,test
16297,0a2261d6-638b-4731-ae7c-af64b226cc28.jpg,0,0,chinesechives,data/predata\chinesechives\0a2261d6-638b-4731-ae7c-af64b226cc28.jpg,True,train
16298,0a59c748-e2ff-4eeb-b1be-377a45d3b54e.jpg,0,0,chinesechives,data/predata\chinesechives\0a59c748-e2ff-4eeb-b1be-377a45d3b54e.jpg,True,train
16299,0a900bbe-f41b-40fa-b0e4-4227d4d7a8c9.jpg,0,0,chinesechives,data/predata\chinesechives\0a900bbe-f41b-40fa-b0e4-4227d4d7a8c9.jpg,True,train
16309,0c0bb30f-f676-49f8-b326-443f576671a8.jpg,0,0,chinesechives,data/predata\chinesechives\0c0bb30f-f676-49f8-b326-443f576671a8.jpg,True,test
16310,0c1cd90f-8af2-42cf-9921-ce602e26edb3.jpg,0,0,chinesechives,data/predata\chinesechives\0c1cd90f-8af2-42cf-9921-ce602e26edb3.jpg,True,val
16311,0c1f8efe-0109-4c22-8105-719fd366e040.jpg,0,0,chinesechives,data/predata\chinesechives\0c1f8efe-0109-4c22-8105-719fd366e040.jpg,True,val
16327,0e488842-032f-417b-9981-d30dfb29501d.jpg,0,-144,chinesechives,data/predata\chinesechives\0e488842-032f-417b-9981-d30dfb29501d.jpg,False,train
16332,0ed2297a-37e8-49a5-a87c-d5c777d79904.jpg,0,-102,chinesechives,data/predata\chinesechives\0ed2297a-37e8-49a5-a87c-d5c777d79904.jpg,False,val
16342,10b201df-9685-43c6-bf8a-0a8726e88b70.jpg,0,-144,chinesechives,data/predata\chinesechives\10b201df-9685-43c6-bf8a-0a8726e88b70.jpg,False,val
16346,111506e9-7c37-4bc0-b957-caff2de54335.jpg,0,0,chinesechives,data/predata\chinesechives\111506e9-7c37-4bc0-b957-caff2de54335.jpg,True,val
16358,1202052d-948e-4de6-a447-a889bbb92dcd.jpg,0,0,chinesechives,data/predata\chinesechives\1202052d-948e-4de6-a447-a889bbb92dcd.jpg,True,train
16371,13ac789a-ae6b-426b-b7ff-3c8fcd4928b6.jpg,0,-144,chinesechives,data/predata\chinesechives\13ac789a-ae6b-426b-b7ff-3c8fcd4928b6.jpg,False,train
16396,177cb40c-cfac-41d1-96e5-977e1640a3f8.jpg,0,0,chinesechives,data/predata\chinesechives\177cb40c-cfac-41d1-96e5-977e1640a3f8.jpg,True,train
16417,19b904ec-5a9d-4dfd-8a4d-abc67cbb963e.jpg,0,0,chinesechives,data/predata\chinesechives\19b904ec-5a9d-4dfd-8a4d-abc67cbb963e.jpg,True,train
16441,1ccd6c79-fcc4-4ccf-a9aa-ed1cb134e16b.jpg,0,0,chinesechives,data/predata\chinesechives\1ccd6c79-fcc4-4ccf-a9aa-ed1cb134e16b.jpg,True,train
16443,1d03c7e4-420b-479f-9aa2-2f869d5254e3.jpg,0,0,chinesechives,data/predata\chinesechives\1d03c7e4-420b-479f-9aa2-2f869d5254e3.jpg,True,test
16452,1dc3eacc-75bb-4488-99cd-eecc6298e846.jpg,0,-144,chinesechives,data/predata\chinesechives\1dc3eacc-75bb-4488-99cd-eecc6298e846.jpg,False,val
16459,1e8c6608-e003-4e91-af4b-0e9d187815d6.jpg,0,0,chinesechives,data/predata\chinesechives\1e8c6608-e003-4e91-af4b-0e9d187815d6.jpg,True,test
16470,1f3fcd55-b090-4fa5-bdbb-37e48a471759.jpg,0,0,chinesechives,data/predata\chinesechives\1f3fcd55-b090-4fa5-bdbb-37e48a471759.jpg,True,train
16482,206eb362-587a-43c4-82c5-18991289e831.jpg,0,0,chinesechives,data/predata\chinesechives\206eb362-587a-43c4-82c5-18991289e831.jpg,True,train
16495,21ab5382-e2fc-4232-91a1-913042665df0.jpg,0,0,chinesechives,data/predata\chinesechives\21ab5382-e2fc-4232-91a1-913042665df0.jpg,True,train
16524,23adb281-feef-4a21-a89a-b8220fd30775.jpg,0,0,chinesechives,data/predata\chinesechives\23adb281-feef-4a21-a89a-b8220fd30775.jpg,True,train
16533,24423056-915e-47b3-8eca-e9fda3262a3e.jpg,0,0,chinesechives,data/predata\chinesechives\24423056-915e-47b3-8eca-e9fda3262a3e.jpg,True,test
16537,250b9e33-0c08-4b7c-85be-e1a162ac0cf1.jpg,0,0,chinesechives,data/predata\chinesechives\250b9e33-0c08-4b7c-85be-e1a162ac0cf1.jpg,True,test
16558,27d69519-8e90-43f8-b14d-2db9caf17b34.jpg,0,-144,chinesechives,data/predata\chinesechives\27d69519-8e90-43f8-b14d-2db9caf17b34.jpg,False,train
16575,2972ef4f-5086-483d-a0c8-db98af29e228.jpg,0,0,chinesechives,data/predata\chinesechives\2972ef4f-5086-483d-a0c8-db98af29e228.jpg,True,train
16576,297db7a6-3e6d-4667-a492-34c5c3fc8051.jpg,0,-102,chinesechives,data/predata\chinesechives\297db7a6-3e6d-4667-a492-34c5c3fc8051.jpg,False,train
16594,2b5738e8-c3be-47fd-96de-4c72dae2aef8.jpg,0,-102,chinesechives,data/predata\chinesechives\2b5738e8-c3be-47fd-96de-4c72dae2aef8.jpg,False,train
16610,2d492806-ca57-4445-afde-fc75279bf170.jpg,0,0,chinesechives,data/predata\chinesechives\2d492806-ca57-4445-afde-fc75279bf170.jpg,True,train
16622,2e57d88b-300a-43cc-9a7a-c036a67cac50.jpg,0,0,chinesechives,data/predata\chinesechives\2e57d88b-300a-43cc-9a7a-c036a67cac50.jpg,True,train
16623,2e73c80a-07c3-40fe-9998-1c288179fc29.jpg,0,0,chinesechives,data/predata\chinesechives\2e73c80a-07c3-40fe-9998-1c288179fc29.jpg,True,train
16627,2ee912b2-3bb0-4fe7-a254-8559718916de.jpg,0,-102,chinesechives,data/predata\chinesechives\2ee912b2-3bb0-4fe7-a254-8559718916de.jpg,False,train
16629,2f258247-8be5-42eb-9951-266c730cf3ee.jpg,0,0,chinesechives,data/predata\chinesechives\2f258247-8be5-42eb-9951-266c730cf3ee.jpg,True,train
16637,2fb7bbd8-4ed1-4e0b-bab3-e65f0332c068.jpg,0,0,chinesechives,data/predata\chinesechives\2fb7bbd8-4ed1-4e0b-bab3-e65f0332c068.jpg,True,train
16651,317d6f6e-4adc-4912-96a0-56bb15823624.jpg,0,0,chinesechives,data/predata\chinesechives\317d6f6e-4adc-4912-96a0-56bb15823624.jpg,True,train
16658,3256b528-1c61-4b19-b9a7-04ce1a6c9695.jpg,0,0,chinesechives,data/predata\chinesechives\3256b528-1c61-4b19-b9a7-04ce1a6c9695.jpg,True,train
16665,33775aa1-7a3b-4c63-bc96-2b8dac34cd0e.jpg,0,-144,chinesechives,data/predata\chinesechives\33775aa1-7a3b-4c63-bc96-2b8dac34cd0e.jpg,False,val
16668,33e42220-5b58-40a0-a5fd-8189debfafb5.jpg,0,0,chinesechives,data/predata\chinesechives\33e42220-5b58-40a0-a5fd-8189debfafb5.jpg,True,train
16685,357ae87b-6e61-4962-98d0-7c069f6ee1f9.jpg,0,0,chinesechives,data/predata\chinesechives\357ae87b-6e61-4962-98d0-7c069f6ee1f9.jpg,True,train
16707,37e4c74b-697b-44e6-b60d-a7156ad1e111.jpg,0,0,chinesechives,data/predata\chinesechives\37e4c74b-697b-44e6-b60d-a7156ad1e111.jpg,True,val
16736,3a959aea-857f-40e5-9f07-fd805df626c4.jpg,0,0,chinesechives,data/predata\chinesechives\3a959aea-857f-40e5-9f07-fd805df626c4.jpg,True,train
16778,4038d615-46e1-4be3-a9ee-6571b46d11c2.jpg,0,0,chinesechives,data/predata\chinesechives\4038d615-46e1-4be3-a9ee-6571b46d11c2.jpg,True,train
16780,407004bb-2e0f-4ca2-b468-b19439714ac5.jpg,0,0,chinesechives,data/predata\chinesechives\407004bb-2e0f-4ca2-b468-b19439714ac5.jpg,True,test
16791,4291f6c7-b842-4915-9789-187165593dab.jpg,0,-144,chinesechives,data/predata\chinesechives\4291f6c7-b842-4915-9789-187165593dab.jpg,False,train
16793,42986dde-7a19-476e-8c1f-6368b9065fe4.jpg,0,-144,chinesechives,data/predata\chinesechives\42986dde-7a19-476e-8c1f-6368b9065fe4.jpg,False,train
16797,42d6854c-d63d-4cf9-957e-2a3cd094f07e.jpg,425,670,chinesechives,data/predata\chinesechives\42d6854c-d63d-4cf9-957e-2a3cd094f07e.jpg,False,test
16811,4493fafa-6a9e-4e86-a175-ed8779edaa6a.jpg,0,0,chinesechives,data/predata\chinesechives\4493fafa-6a9e-4e86-a175-ed8779edaa6a.jpg,True,train
16812,450454b9-61a5-462f-91b1-0418eb501153.jpg,0,0,chinesechives,data/predata\chinesechives\450454b9-61a5-462f-91b1-0418eb501153.jpg,True,train
16819,46205bc2-7022-4a13-8f9a-00d2f68be705.jpg,0,0,chinesechives,data/predata\chinesechives\46205bc2-7022-4a13-8f9a-00d2f68be705.jpg,True,test
16828,46fbcf06-1c80-42d0-84f2-89a8cef1b198.jpg,0,0,chinesechives,data/predata\chinesechives\46fbcf06-1c80-42d0-84f2-89a8cef1b198.jpg,True,train
16842,4806f732-bd66-42ce-82e5-a57ba88071f5.jpg,0,-116,chinesechives,data/predata\chinesechives\4806f732-bd66-42ce-82e5-a57ba88071f5.jpg,False,test
16851,490c1ef3-04f5-4854-a3dc-32be760e264c.jpg,0,0,chinesechives,data/predata\chinesechives\490c1ef3-04f5-4854-a3dc-32be760e264c.jpg,True,train
16854,49d81562-d8f6-4308-b9c2-05dfd28c83ae.jpg,0,0,chinesechives,data/predata\chinesechives\49d81562-d8f6-4308-b9c2-05dfd28c83ae.jpg,True,train
16896,4d54ce73-311b-41d7-82b1-0817852f00e5.jpg,0,0,chinesechives,data/predata\chinesechives\4d54ce73-311b-41d7-82b1-0817852f00e5.jpg,True,train
16919,5029dc71-e2cc-45ad-802d-861f089be244.jpg,0,0,chinesechives,data/predata\chinesechives\5029dc71-e2cc-45ad-802d-861f089be244.jpg,True,test
16925,50d12588-d29e-4397-be07-337ca7101a03.jpg,0,-144,chinesechives,data/predata\chinesechives\50d12588-d29e-4397-be07-337ca7101a03.jpg,False,train
16940,5270d27a-d8f4-4698-8620-6ac5d380b6b3.jpg,0,-144,chinesechives,data/predata\chinesechives\5270d27a-d8f4-4698-8620-6ac5d380b6b3.jpg,False,test
16942,5279a2cf-d537-4ba9-a249-b07f909c6950.jpg,0,0,chinesechives,data/predata\chinesechives\5279a2cf-d537-4ba9-a249-b07f909c6950.jpg,True,train
16963,53eab686-8c48-4214-b279-8268ce987e73.jpg,0,0,chinesechives,data/predata\chinesechives\53eab686-8c48-4214-b279-8268ce987e73.jpg,True,test
16977,54c27bb6-0790-4f72-91e4-b53df6ae672e.jpg,0,0,chinesechives,data/predata\chinesechives\54c27bb6-0790-4f72-91e4-b53df6ae672e.jpg,True,train
